                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.57702,                0.37736,                0.99308,                0.94685,                0.81947,                0.89556,                0.76254,                0.59268,                0.35257,                 1.0283,               0.005446,               0.005446,               0.005446
                    140,                0.58013,                0.38262,                0.99701,                0.94016,                0.82243,                0.89673,                0.76267,                0.59096,                 0.3534,                 1.0264,               0.005413,               0.005413,               0.005413
                    141,                0.58228,                0.37765,                0.99933,                0.93225,                0.82129,                0.89455,                0.76368,                0.59241,                0.35597,                 1.0275,                0.00538,                0.00538,                0.00538
                    142,                0.58725,                0.38202,                0.99703,                0.95588,                0.80724,                0.89461,                0.76354,                0.59183,                0.35845,                 1.0258,               0.005347,               0.005347,               0.005347
                    143,                 0.5803,                0.37995,                 0.9925,                0.94249,                0.81947,                0.89427,                0.76346,                0.58907,                0.35879,                 1.0241,               0.005314,               0.005314,               0.005314
                    144,                0.57521,                0.37352,                0.99297,                0.94465,                0.81832,                0.89452,                0.76396,                 0.5907,                0.35861,                 1.0248,               0.005281,               0.005281,               0.005281
                    145,                0.57437,                0.37842,                0.99376,                0.94521,                0.81873,                0.89322,                0.76258,                0.59087,                0.35447,                 1.0271,               0.005248,               0.005248,               0.005248
                    146,                0.57824,                0.37578,                0.99266,                0.95465,                0.81556,                0.89501,                 0.7633,                0.59265,                0.35387,                 1.0294,               0.005215,               0.005215,               0.005215
                    147,                0.57961,                0.37946,                0.99887,                0.95898,                 0.8136,                0.89516,                0.76316,                0.59005,                0.35225,                 1.0252,               0.005182,               0.005182,               0.005182
                    148,                0.57255,                0.37285,                0.99264,                0.94792,                0.82241,                0.89597,                0.76467,                0.58747,                0.35087,                 1.0246,               0.005149,               0.005149,               0.005149
                    149,                0.57428,                0.37512,                0.99208,                0.93698,                0.82921,                0.89585,                0.76546,                0.58842,                0.35196,                 1.0254,               0.005116,               0.005116,               0.005116
                    150,                0.57843,                0.37428,                0.99693,                 0.9397,                0.82681,                0.89688,                0.76449,                 0.5907,                0.35309,                 1.0282,               0.005083,               0.005083,               0.005083
                    151,                0.57878,                0.37592,                 0.9927,                0.93158,                0.83023,                0.89646,                0.76539,                0.59019,                0.35365,                 1.0288,                0.00505,                0.00505,                0.00505
